x-axis,1,2
second,Volt,Volt
-5.00000E-03,+12.00000E-03,+2.87500E-03
-4.95000E-03,+12.00000E-03,-12.75000E-03
-4.90000E-03,-19.25000E-03,-12.75000E-03
-4.85000E-03,-50.50000E-03,-12.75000E-03
-4.80000E-03,-19.25000E-03,-12.75000E-03
-4.75000E-03,-19.25000E-03,-12.75000E-03
-4.70000E-03,-19.25000E-03,-12.75000E-03
-4.65000E-03,-19.25000E-03,-12.75000E-03
-4.60000E-03,-19.25000E-03,-28.37500E-03
-4.55000E-03,-19.25000E-03,-12.75000E-03
-4.50000E-03,-50.50000E-03,-28.37500E-03
-4.45000E-03,+12.00000E-03,-12.75000E-03
-4.40000E-03,-50.50000E-03,-28.37500E-03
-4.35000E-03,-19.25000E-03,+2.87500E-03
-4.30000E-03,+12.00000E-03,+2.87500E-03
-4.25000E-03,-19.25000E-03,-12.75000E-03
-4.20000E-03,-19.25000E-03,-12.75000E-03
-4.15000E-03,-19.25000E-03,-12.75000E-03
-4.10000E-03,-19.25000E-03,-12.75000E-03
-4.05000E-03,-19.25000E-03,-12.75000E-03
-4.00000E-03,-19.25000E-03,-28.37500E-03
-3.95000E-03,+12.00000E-03,-12.75000E-03
-3.90000E-03,-19.25000E-03,-28.37500E-03
-3.85000E-03,-19.25000E-03,-12.75000E-03
-3.80000E-03,-19.25000E-03,-12.75000E-03
-3.75000E-03,-50.50000E-03,-12.75000E-03
-3.70000E-03,-19.25000E-03,-12.75000E-03
-3.65000E-03,+12.00000E-03,-12.75000E-03
-3.60000E-03,-19.25000E-03,-12.75000E-03
-3.55000E-03,-19.25000E-03,-12.75000E-03
-3.50000E-03,+12.00000E-03,-12.75000E-03
-3.45000E-03,+12.00000E-03,-12.75000E-03
-3.40000E-03,-19.25000E-03,-12.75000E-03
-3.35000E-03,+12.00000E-03,-12.75000E-03
-3.30000E-03,-19.25000E-03,-12.75000E-03
-3.25000E-03,-19.25000E-03,-12.75000E-03
-3.20000E-03,-19.25000E-03,-12.75000E-03
-3.15000E-03,+12.00000E-03,-28.37500E-03
-3.10000E-03,+12.00000E-03,-12.75000E-03
-3.05000E-03,-50.50000E-03,+2.87500E-03
-3.00000E-03,-19.25000E-03,-12.75000E-03
-2.95000E-03,-19.25000E-03,-12.75000E-03
-2.90000E-03,-19.25000E-03,-12.75000E-03
-2.85000E-03,+12.00000E-03,-12.75000E-03
-2.80000E-03,-19.25000E-03,+18.50000E-03
-2.75000E-03,-19.25000E-03,-12.75000E-03
-2.70000E-03,-50.50000E-03,-28.37500E-03
