x-axis,1,2
second,Volt,Volt
-20.0000E-03,+1.0625E-03,-3.0875E-03
-19.8000E-03,-6.7500E-03,-5.5875E-03
-19.6000E-03,-2.6875E-03,-3.4000E-03
-19.4000E-03,-500.0E-06,-1.2125E-03
-19.2000E-03,-812.5E-06,-275.0E-06
-19.0000E-03,+437.5E-06,-275.0E-06
-18.8000E-03,-1.7500E-03,-3.7125E-03
-18.6000E-03,+2.3125E-03,-4.3375E-03
-18.4000E-03,-4.8750E-03,-7.4625E-03
-18.2000E-03,-500.0E-06,-2.7750E-03
-18.0000E-03,-7.3750E-03,-587.5E-06
-17.8000E-03,-2.6875E-03,-3.0875E-03
-17.6000E-03,-3.0000E-03,-3.7125E-03
-17.4000E-03,+3.8750E-03,+2.5375E-03
-17.2000E-03,-3.3125E-03,-5.9000E-03
-17.0000E-03,+4.1875E-03,+37.5E-06
-16.8000E-03,+3.2500E-03,-1.5250E-03
-16.6000E-03,-4.2500E-03,-2.4625E-03
-16.4000E-03,-7.6875E-03,-8.0875E-03
-16.2000E-03,-2.3750E-03,-5.5875E-03
-16.0000E-03,-8.0000E-03,-6.8375E-03
-15.8000E-03,-4.5625E-03,-10.5875E-03
-15.6000E-03,-500.0E-06,-3.0875E-03
-15.4000E-03,-2.3750E-03,-5.9000E-03
-15.2000E-03,-5.5000E-03,-6.8375E-03
-15.0000E-03,+437.5E-06,-2.7750E-03
-14.8000E-03,-3.0000E-03,+4.4125E-03
-14.6000E-03,-2.0625E-03,+350.0E-06
-14.4000E-03,-1.1250E-03,-1.5250E-03
-14.2000E-03,-5.5000E-03,-1.8375E-03
-14.0000E-03,+2.0000E-03,+3.7875E-03
-13.8000E-03,+125.0E-06,-1.5250E-03
-13.6000E-03,-3.6250E-03,-7.1500E-03
-13.4000E-03,-4.2500E-03,-7.1500E-03
-13.2000E-03,+125.0E-06,-5.2750E-03
-13.0000E-03,-8.6250E-03,-5.2750E-03
-12.8000E-03,-1.1250E-03,-3.4000E-03
-12.6000E-03,+2.0000E-03,+2.8500E-03
-12.4000E-03,+2.3125E-03,+2.5375E-03
-12.2000E-03,-1.7500E-03,-4.3375E-03
-12.0000E-03,-1.4375E-03,+2.5375E-03
-11.8000E-03,+13.5625E-03,+11.2875E-03
-11.6000E-03,-6.1250E-03,-8.7125E-03
-11.4000E-03,-3.6250E-03,+1.9125E-03
-11.2000E-03,+7.6250E-03,+4.1000E-03
-11.0000E-03,-5.8125E-03,-3.7125E-03
-10.8000E-03,-4.5625E-03,-6.8375E-03
